# STATION: MPWC1									
# STATION NAME: SAN MARCOS PASS									
# LATITUDE:  34.491333									
# LONGITUDE: -119.796386									
# ELEVATION [ft]: 1491									
# STATE: CA									
Station_ID	Date_	ime	air_temp_set_1	relative_humidity_set_1	wind_speed_set_1	wind_direction_set_1	wind_gust_set_1	dew_point_temperature_set_1d	wind_cardinal_direction_set_1d
			Celsius	%	m/s	Degrees	m/s	Celsius	Code
MPWC1	7/17/2015	18:06:00Z	21.11	66	1.34	211	2.68	14.48	SSW
MPWC1	7/17/2015	19:06:00Z	22.78	62	1.79	197	3.58	15.09	SSW
MPWC1	7/17/2015	20:06:00Z	23.89	58	1.79	208	4.02	15.1	SSW
MPWC1	7/17/2015	21:06:00Z	25.56	52	2.23	199	4.02	14.96	SSW
MPWC1	7/17/2015	22:06:00Z	25	52	2.23	200	4.47	14.44	SSW
MPWC1	7/17/2015	23:06:00Z	25	51	2.23	207	4.02	14.14	SSW
MPWC1	7/18/2015	00:06:00Z	25	53	1.79	217	4.02	14.74	SW
MPWC1	7/18/2015	01:06:00Z	23.89	54	1.34	221	3.58	13.99	SW
MPWC1	7/18/2015	02:06:00Z	22.22	57	0.45	225	2.23	13.26	SW
MPWC1	7/18/2015	03:06:00Z	17.78	72	0		1.79	12.63	
MPWC1	7/18/2015	04:06:00Z	14.44	87	0		1.34	12.28	
MPWC1	7/18/2015	05:06:00Z	15.56	81	0		0.9	12.28	
MPWC1	7/18/2015	06:06:00Z	15	84	0.9	92	2.23	12.29	E
MPWC1	7/18/2015	07:06:00Z	15	87	1.34	58	2.68	12.83	ENE
MPWC1	7/18/2015	08:06:00Z	15	86	0.45	284	1.79	12.66	WNW
MPWC1	7/18/2015	09:06:00Z	15.56	78	1.34	65	2.68	11.71	ENE
MPWC1	7/18/2015	10:06:00Z	16.11	72	0.9	89	2.68	11.02	E
MPWC1	7/18/2015	11:06:00Z	16.67	70	0.9	87	2.23	11.13	E
MPWC1	7/18/2015	12:06:00Z	17.22	69	1.79	66	3.13	11.44	ENE
MPWC1	7/18/2015	13:06:00Z	17.22	68	0.45	306	0.9	11.22	NW
MPWC1	7/18/2015	14:06:00Z	17.22	68	0.45	288	1.79	11.22	WNW
MPWC1	7/18/2015	15:06:00Z	19.44	63	0		1.34	12.17	
MPWC1	7/18/2015	16:06:00Z	21.11	59	0.9	206	1.79	12.75	SSW
MPWC1	7/18/2015	17:06:00Z	23.89	55	1.34	200	3.13	14.28	SSW
MPWC1	7/18/2015	18:06:00Z	23.89	54	1.34	207	3.13	13.99	SSW
MPWC1	7/18/2015	19:06:00Z	26.67	47	1.79	212	4.02	14.42	SSW
MPWC1	7/18/2015	20:06:00Z	27.22	44	1.34	210	4.02	13.91	SSW
MPWC1	7/18/2015	21:06:00Z	27.78	43	2.68	214	5.37	14.06	SW
MPWC1	7/18/2015	22:06:00Z	28.33	38	2.23	164	6.7	12.67	SSE
MPWC1	7/18/2015	23:06:00Z	26.11	39	5.37	127	10.28	11.06	SE
MPWC1	7/19/2015	00:06:00Z	21.11	58	3.58	133	8.49	12.49	SE
MPWC1	7/19/2015	01:06:00Z	20	68	0.45	288	5.81	13.88	WNW
MPWC1	7/19/2015	02:06:00Z	21.11	66	0.45	221	3.13	14.48	SW
MPWC1	7/19/2015	03:06:00Z	21.11	69	0.45	247	3.13	15.17	WSW
MPWC1	7/19/2015	04:06:00Z	21.67	74	0.45	86	3.58	16.81	E
MPWC1	7/19/2015	05:06:00Z	22.22	73	1.34	55	4.47	17.13	NE
MPWC1	7/19/2015	06:06:00Z	22.22	73	0.45	265	1.34	17.13	W
MPWC1	7/19/2015	07:06:00Z	21.67	74	0.45	99	3.58	16.81	E
MPWC1	7/19/2015	08:06:00Z	23.33	66	1.79	292	2.23	16.6	WNW
MPWC1	7/19/2015	09:06:00Z	22.78	68	1.34	278	3.13	16.54	W
MPWC1	7/19/2015	10:06:00Z	22.22	68	0.45	283	2.68	16.01	WNW
MPWC1	7/19/2015	11:06:00Z	23.33	62	0		3.58	15.62	
MPWC1	7/19/2015	12:06:00Z	23.33	61	0		2.23	15.36	
MPWC1	7/19/2015	13:06:00Z	22.78	61	3.13	44	4.02	14.84	NE
MPWC1	7/19/2015	14:06:00Z	24.44	56	1.34	33	4.02	15.07	NNE
MPWC1	7/19/2015	15:06:00Z	25.56	54	0		1.34	15.55	
MPWC1	7/19/2015	16:06:00Z	26.67	53	0.9	207	1.79	16.29	SSW
MPWC1	7/19/2015	17:06:00Z	28.33	48	1.34	219	2.23	16.28	SW
MPWC1	7/19/2015	18:06:00Z	31.67	42	1.79	213	4.02	17.23	SSW
MPWC1	7/19/2015	19:06:00Z	31.11	42	1.79	212	4.47	16.72	SSW
MPWC1	7/19/2015	20:06:00Z	31.67	40	2.23	220	4.47	16.46	SW
MPWC1	7/19/2015	21:06:00Z	32.22	39	2.23	216	6.7	16.56	SW
MPWC1	7/19/2015	22:06:00Z	32.22	40	2.23	219	4.92	16.96	SW
MPWC1	7/19/2015	23:06:00Z	32.22	39	2.23	219	4.92	16.56	SW
MPWC1	7/20/2015	00:06:00Z	31.11	43	2.23	218	4.47	17.09	SW
MPWC1	7/20/2015	01:06:00Z	27.22	55	0.9	207	4.02	17.39	SSW
MPWC1	7/20/2015	02:06:00Z	22.22	78	2.68	139	5.81	18.18	SE
MPWC1	7/20/2015	03:06:00Z	21.67	85	0.9	83	4.92	19.03	E
MPWC1	7/20/2015	04:06:00Z	22.78	81	2.68	94	7.6	19.34	E
MPWC1	7/20/2015	05:06:00Z	23.33	69	2.68	72	6.26	17.3	ENE
MPWC1	7/20/2015	06:06:00Z	23.33	59	3.13	26	9.39	14.84	NNE
MPWC1	7/20/2015	07:06:00Z	23.89	54	0.45	93	5.37	13.99	E
MPWC1	7/20/2015	08:06:00Z	23.89	54	2.23	52	4.02	13.99	NE
MPWC1	7/20/2015	09:06:00Z	22.78	59	0.45	59	4.02	14.32	ENE
MPWC1	7/20/2015	10:06:00Z	22.78	61	1.79	33	3.13	14.84	NNE
MPWC1	7/20/2015	11:06:00Z	22.78	60	2.23	37	3.58	14.58	NE
MPWC1	7/20/2015	12:06:00Z	22.78	62	2.68	35	3.58	15.09	NE
MPWC1	7/20/2015	13:06:00Z	22.22	64	0		2.68	15.06	
MPWC1	7/20/2015	14:06:00Z	23.33	62	2.23	57	4.02	15.62	ENE
MPWC1	7/20/2015	15:06:00Z	25	58	1.34	137	4.92	16.15	SE
MPWC1	7/20/2015	16:06:00Z	25.56	62	2.68	132	5.81	17.73	SE
MPWC1	7/20/2015	17:06:00Z	27.22	56	1.79	159	6.26	17.68	SSE
MPWC1	7/20/2015	18:06:00Z	28.33	54	1.79	165	7.15	18.14	SSE
MPWC1	7/20/2015	19:06:00Z	26.67	60	3.58	133	7.6	18.26	SE
MPWC1	7/20/2015	20:06:00Z	25.56	65	2.68	144	7.15	18.48	SE
MPWC1	7/20/2015	21:06:00Z	26.67	63	1.34	175	6.26	19.04	S
MPWC1	7/20/2015	22:06:00Z	29.44	55	1.34	185	4.92	19.47	S
MPWC1	7/20/2015	23:06:00Z	29.44	55	1.79	187	5.37	19.47	S
MPWC1	7/21/2015	00:06:00Z	26.11	65	0.9	164	4.47	19.01	SSE
MPWC1	7/21/2015	01:06:00Z	26.11	63	0.9	210	3.13	18.51	SSW
MPWC1	7/21/2015	02:06:00Z	23.89	72	0.45	213	3.13	18.52	SSW
MPWC1	7/21/2015	03:06:00Z	22.78	78	0		1.79	18.73	
MPWC1	7/21/2015	04:06:00Z	21.67	82	0		1.79	18.45	
MPWC1	7/21/2015	05:06:00Z	21.67	82	1.34	269	4.02	18.45	W
MPWC1	7/21/2015	06:06:00Z	21.67	82	2.68	262	6.26	18.45	W
MPWC1	7/21/2015	07:06:00Z	20.56	90	1.34	311	4.92	18.85	NW
MPWC1	7/21/2015	08:06:00Z	19.44	96	0		0.9	18.78	
MPWC1	7/21/2015	09:06:00Z	20	90	0.45	307	2.23	18.3	NW
MPWC1	7/21/2015	10:06:00Z	19.44	90	0.9	1	1.79	17.75	N
MPWC1	7/21/2015	11:06:00Z	18.33	99	0.9	26	2.68	18.17	NNE
MPWC1	7/21/2015	12:06:00Z	18.89	90	0.45	87	1.34	17.2	E
MPWC1	7/21/2015	13:06:00Z	18.33	91	0.9	139	1.34	16.82	SE
MPWC1	7/21/2015	14:06:00Z	17.78	100	0		1.34	17.78	
MPWC1	7/21/2015	15:06:00Z	20.56	87	0.45	208	0.9	18.31	SSW
MPWC1	7/21/2015	16:06:00Z	22.22	83	0.45	217	1.79	19.18	SW
MPWC1	7/21/2015	17:06:00Z	20.56	91	0.9	204	2.68	19.03	SSW
MPWC1	7/21/2015	18:06:00Z	20	92	0.9	221	2.23	18.65	SW
MPWC1	7/21/2015	19:06:00Z	20	95	0.9	217	2.23	19.17	SW
MPWC1	7/21/2015	20:06:00Z	20	96	0.9	216	2.23	19.34	SW
MPWC1	7/21/2015	21:06:00Z	22.22	84	1.79	212	3.13	19.37	SSW
MPWC1	7/21/2015	22:06:00Z	27.22	63	2.23	211	5.37	19.56	SSW
MPWC1	7/21/2015	23:06:00Z	26.67	62	2.68	209	5.81	18.78	SSW
MPWC1	7/22/2015	00:06:00Z	26.11	64	2.23	209	4.92	18.76	SSW
MPWC1	7/22/2015	01:06:00Z	25	67	2.23	217	4.47	18.43	SW
MPWC1	7/22/2015	02:06:00Z	21.67	80	1.34	201	4.02	18.05	SSW
MPWC1	7/22/2015	03:06:00Z	19.44	90	0		2.23	17.75	
MPWC1	7/22/2015	04:06:00Z	18.89	92	0		1.34	17.55	
MPWC1	7/22/2015	05:06:00Z	18.89	93	0.45	83	1.79	17.73	E
MPWC1	7/22/2015	06:06:00Z	18.89	93	2.23	54	3.13	17.73	NE
MPWC1	7/22/2015	07:06:00Z	18.33	95	0.45	91	3.58	17.51	E
MPWC1	7/22/2015	08:06:00Z	17.22	97	0		2.23	16.74	
MPWC1	7/22/2015	09:06:00Z	17.22	100	0.45	40	2.23	17.22	NE
MPWC1	7/22/2015	10:06:00Z	17.78	96	0		2.68	17.13	
MPWC1	7/22/2015	11:06:00Z	17.22	95	0.45	175	1.79	16.41	S
MPWC1	7/22/2015	12:06:00Z	17.22	100	0.45	81	1.79	17.22	E
MPWC1	7/22/2015	13:06:00Z	17.22	100	0.9	119	2.68	17.22	ESE
MPWC1	7/22/2015	14:06:00Z	17.22	100	0		1.79	17.22	
MPWC1	7/22/2015	15:06:00Z	17.22	100	0		0.9	17.22	
MPWC1	7/22/2015	16:06:00Z	17.22	100	0		1.34	17.22	
MPWC1	7/22/2015	17:06:00Z	18.89	99	0.9	127	2.23	18.73	SE
MPWC1	7/22/2015	18:06:00Z	18.33	99	0.45	196	2.68	18.17	SSW
MPWC1	7/22/2015	19:06:00Z	18.89	96	0.9	117	2.68	18.23	ESE
MPWC1	7/22/2015	20:06:00Z	18.89	93	0.45	180	2.68	17.73	S
MPWC1	7/22/2015	21:06:00Z	20	86	1.34	158	3.13	17.57	SSE
MPWC1	7/22/2015	22:06:00Z	20.56	84	1.34	217	3.13	17.75	SW
MPWC1	7/22/2015	23:06:00Z	21.11	81	0.9	220	2.23	17.7	SW
MPWC1	7/23/2015	00:06:00Z	21.67	79	1.34	215	2.68	17.85	SW
MPWC1	7/23/2015	01:06:00Z	21.67	77	1.34	205	3.13	17.44	SSW
MPWC1	7/23/2015	02:06:00Z	21.67	79	1.34	228	2.68	17.85	SW
MPWC1	7/23/2015	03:06:00Z	19.44	87	0.9	295	5.37	17.21	WNW
MPWC1	7/23/2015	04:06:00Z	18.33	81	5.37	318	9.84	14.99	NW
MPWC1	7/23/2015	05:06:00Z	18.33	82	5.81	300	10.73	15.18	WNW
MPWC1	7/23/2015	06:06:00Z	17.22	93	0.45	33	6.26	16.07	NNE
MPWC1	7/23/2015	07:06:00Z	17.78	89	0.9	84	2.23	15.93	E
MPWC1	7/23/2015	08:06:00Z	18.33	86	1.34	49	3.58	15.93	NE
MPWC1	7/23/2015	09:06:00Z	17.78	87	0.45	137	2.68	15.57	SE
MPWC1	7/23/2015	10:06:00Z	16.67	98	1.34	99	2.23	16.35	E
MPWC1	7/23/2015	11:06:00Z	17.22	95	0.45	207	2.23	16.41	SSW
MPWC1	7/23/2015	12:06:00Z	16.67	93	0.45	106	1.34	15.52	ESE
MPWC1	7/23/2015	13:06:00Z	16.11	96	0		1.79	15.47	
MPWC1	7/23/2015	14:06:00Z	16.67	98	0		0.9	16.35	
MPWC1	7/23/2015	15:06:00Z	17.22	98	0.9	117	2.23	16.9	ESE
MPWC1	7/23/2015	16:06:00Z	18.33	96	0.45	140	2.68	17.68	SE
MPWC1	7/23/2015	17:06:00Z	18.89	93	0.45	161	2.68	17.73	SSE
MPWC1	7/23/2015	18:06:00Z	19.44	91	0.45	203	1.79	17.92	SSW
MPWC1	7/23/2015	19:06:00Z	18.89	94	0.9	219	2.68	17.9	SW
MPWC1	7/23/2015	20:06:00Z	20	88	1.34	212	3.13	17.94	SSW
MPWC1	7/23/2015	21:06:00Z	21.11	82	1.34	221	3.13	17.9	SW
MPWC1	7/23/2015	22:06:00Z	22.22	76	1.79	212	4.02	17.77	SSW
MPWC1	7/23/2015	23:06:00Z	20.56	83	1.79	218	3.58	17.56	SW
MPWC1	7/24/2015	00:06:00Z	20.56	82	1.34	201	3.13	17.36	SSW
MPWC1	7/24/2015	01:06:00Z	20.56	81	1.79	211	3.58	17.17	SSW
MPWC1	7/24/2015	02:06:00Z	21.11	77	1.34	217	3.13	16.9	SW
MPWC1	7/24/2015	03:06:00Z	17.78	92	0		2.23	16.45	
MPWC1	7/24/2015	04:06:00Z	20.56	56	2.68	315	4.47	11.44	NW
MPWC1	7/24/2015	05:06:00Z	19.44	63	1.34	12	7.15	12.17	NNE
MPWC1	7/24/2015	06:06:00Z	18.89	73	0.9	35	3.58	13.91	NE
MPWC1	7/24/2015	07:06:00Z	20	65	1.34	42	2.68	13.18	NE
MPWC1	7/24/2015	08:06:00Z	20	70	0.45	49	1.79	14.33	NE
MPWC1	7/24/2015	09:06:00Z	18.89	77	0		1.34	14.74	
MPWC1	7/24/2015	10:06:00Z	19.44	75	0.9	57	2.23	14.87	ENE
MPWC1	7/24/2015	11:06:00Z	18.89	80	0.9	63	2.23	15.34	ENE
MPWC1	7/24/2015	12:06:00Z	18.89	80	0.9	31	1.79	15.34	NNE
MPWC1	7/24/2015	13:06:00Z	18.89	80	0		1.79	15.34	
MPWC1	7/24/2015	14:06:00Z	19.44	78	0.9	23	2.23	15.48	NNE
MPWC1	7/24/2015	15:06:00Z	22.22	71	0.9	127	1.79	16.69	SE
MPWC1	7/24/2015	16:06:00Z	22.22	75	0		2.23	17.56	
MPWC1	7/24/2015	17:06:00Z	23.89	70	1.34	208	3.13	18.07	SSW
MPWC1	7/24/2015	18:06:00Z	25	66	1.79	203	3.58	18.19	SSW
MPWC1	7/24/2015	19:06:00Z	25.56	64	1.79	204	4.47	18.23	SSW
MPWC1	7/24/2015	20:06:00Z	26.67	61	2.23	212	4.02	18.52	SSW
MPWC1	7/24/2015	21:06:00Z	27.22	58	2.68	210	4.92	18.24	SSW
MPWC1	7/24/2015	22:06:00Z	27.22	55	2.23	201	4.92	17.39	SSW
MPWC1	7/24/2015	23:06:00Z	27.78	52	1.79	214	4.47	17.03	SW
MPWC1	7/25/2015	00:06:00Z	26.67	53	2.23	214	4.02	16.29	SW
MPWC1	7/25/2015	01:06:00Z	26.67	51	1.79	216	4.47	15.69	SW
MPWC1	7/25/2015	02:06:00Z	25	52	0.9	227	3.13	14.44	SW
MPWC1	7/25/2015	03:06:00Z	21.11	62	0.9	168	3.13	13.51	SSE
MPWC1	7/25/2015	04:06:00Z	22.78	45	3.13	334	11.17	10.19	NNW
MPWC1	7/25/2015	05:06:00Z	23.89	40	3.58	300	10.73	9.44	WNW
MPWC1	7/25/2015	06:06:00Z	22.78	42	5.81	299	11.17	9.16	WNW
MPWC1	7/25/2015	07:06:00Z	22.22	44	5.81	292	8.49	9.35	WNW
MPWC1	7/25/2015	08:06:00Z	22.78	40	2.23	299	7.15	8.44	WNW
MPWC1	7/25/2015	09:06:00Z	23.33	40	6.26	312	8.05	8.94	NW
MPWC1	7/25/2015	10:06:00Z	22.78	48	0.9	89	6.26	11.16	E
MPWC1	7/25/2015	11:06:00Z	23.33	37	0.9	344	3.13	7.79	NNW
MPWC1	7/25/2015	12:06:00Z	21.11	55	0.9	280	2.68	11.68	W
MPWC1	7/25/2015	13:06:00Z	21.67	51	0.45	21	2.23	11.05	NNE
MPWC1	7/25/2015	14:06:00Z	21.11	55	0.9	290	1.79	11.68	WNW
MPWC1	7/25/2015	15:06:00Z	22.22	60	0		1.79	14.05	
MPWC1	7/25/2015	16:06:00Z	24.44	58	0.45	193	1.79	15.62	SSW
MPWC1	7/25/2015	17:06:00Z	25.56	56	1.34	207	2.23	16.12	SSW
MPWC1	7/25/2015	18:06:00Z	27.22	52	1.79	202	3.13	16.51	SSW
MPWC1	7/25/2015	19:06:00Z	27.22	52	1.79	206	3.58	16.51	SSW
MPWC1	7/25/2015	20:06:00Z	28.89	47	1.79	216	4.02	16.46	SW
MPWC1	7/25/2015	21:06:00Z	28.89	48	1.79	214	4.02	16.79	SW
MPWC1	7/25/2015	22:06:00Z	29.44	45	2.68	213	5.37	16.28	SSW
MPWC1	7/25/2015	23:06:00Z	30.56	39	1.79	205	4.47	15.07	SSW
MPWC1	7/26/2015	00:06:00Z	28.89	44	1.79	211	4.92	15.43	SSW
MPWC1	7/26/2015	01:06:00Z	29.44	30	5.37	254	12.07	10.09	WSW
MPWC1	7/26/2015	02:06:00Z	27.78	29	6.7	276	12.96	8.14	W
MPWC1	7/26/2015	03:06:00Z	25.56	32	10.28	307	15.64	7.64	NW
MPWC1	7/26/2015	04:06:00Z	23.89	41	11.17	314	16.54	9.81	NW
MPWC1	7/26/2015	05:06:00Z	23.89	40	8.94	311	16.54	9.44	NW
MPWC1	7/26/2015	06:06:00Z	23.33	40	8.49	323	14.31	8.94	NW
MPWC1	7/26/2015	07:06:00Z	22.78	38	8.49	324	14.31	7.69	NW
MPWC1	7/26/2015	08:06:00Z	22.22	39	9.39	324	13.86	7.56	NW
MPWC1	7/26/2015	09:06:00Z	22.22	37	9.84	324	14.75	6.79	NW
MPWC1	7/26/2015	10:06:00Z	21.11	39	8.94	307	13.41	6.56	NW
MPWC1	7/26/2015	11:06:00Z	21.67	43	2.68	322	12.07	8.5	NW
MPWC1	7/26/2015	12:06:00Z	20.56	48	2.68	316	5.37	9.12	NW
MPWC1	7/26/2015	13:06:00Z	21.11	50	0.45	15	5.37	10.24	NNE
MPWC1	7/26/2015	14:06:00Z	19.44	56	0.45	92	1.79	10.39	E
MPWC1	7/26/2015	15:06:00Z	22.78	51	0		0.9	12.08	
MPWC1	7/26/2015	16:06:00Z	23.89	59	0		2.23	15.37	
MPWC1	7/26/2015	17:06:00Z	24.44	59	1.34	211	2.68	15.89	SSW
MPWC1	7/26/2015	18:06:00Z	25.56	58	1.79	197	3.58	16.67	SSW
MPWC1	7/26/2015	19:06:00Z	26.67	55	1.79	213	4.02	16.88	SSW
MPWC1	7/26/2015	20:06:00Z	27.22	52	2.68	203	4.92	16.51	SSW
MPWC1	7/26/2015	21:06:00Z	28.33	49	2.23	220	4.47	16.6	SW
MPWC1	7/26/2015	22:06:00Z	28.33	47	2.23	217	4.47	15.95	SW
MPWC1	7/26/2015	23:06:00Z	27.22	48	2.68	209	4.92	15.25	SSW
MPWC1	7/27/2015	00:06:00Z	27.22	45	2.23	212	5.37	14.25	SSW
MPWC1	7/27/2015	01:06:00Z	25.56	45	4.47	279	7.6	12.74	W
MPWC1	7/27/2015	02:06:00Z	23.89	47	4.92	272	8.94	11.87	W
MPWC1	7/27/2015	03:06:00Z	20.56	57	1.79	211	9.84	11.7	SSW
MPWC1	7/27/2015	04:06:00Z	18.89	66	4.92	307	10.73	12.36	NW
MPWC1	7/27/2015	05:06:00Z	17.22	75	4.47	293	11.17	12.72	WNW
MPWC1	7/27/2015	06:06:00Z	17.22	74	4.92	309	8.05	12.51	NW
MPWC1	7/27/2015	07:06:00Z	18.89	69	0.45	291	3.13	13.04	WNW
MPWC1	7/27/2015	08:06:00Z	18.89	74	0		3.13	14.12	
MPWC1	7/27/2015	09:06:00Z	18.89	67	0.45	48	2.23	12.59	NE
MPWC1	7/27/2015	10:06:00Z	17.78	71	0.45	327	1.79	12.42	NNW
MPWC1	7/27/2015	11:06:00Z	17.22	68	0.9	23	2.23	11.22	NNE
MPWC1	7/27/2015	12:06:00Z	16.67	86	0		1.79	14.3	
MPWC1	7/27/2015	13:06:00Z	15	88	0		1.79	13.01	
MPWC1	7/27/2015	14:06:00Z	14.44	96	0		1.79	13.8	
MPWC1	7/27/2015	15:06:00Z	16.67	90	0		1.34	15.01	
MPWC1	7/27/2015	16:06:00Z	19.44	76	0.9	193	2.23	15.07	SSW
MPWC1	7/27/2015	17:06:00Z	21.11	72	1.34	205	2.68	15.84	SSW
MPWC1	7/27/2015	18:06:00Z	21.67	71	1.79	200	4.47	16.16	SSW
MPWC1	7/27/2015	19:06:00Z	22.78	66	2.23	201	4.47	16.07	SSW
MPWC1	7/27/2015	20:06:00Z	23.89	62	2.68	209	4.92	16.15	SSW
MPWC1	7/27/2015	21:06:00Z	25.56	56	2.68	216	4.47	16.12	SW
MPWC1	7/27/2015	22:06:00Z	25	57	2.23	207	4.92	15.87	SSW
MPWC1	7/27/2015	23:06:00Z	25.56	55	2.23	210	4.92	15.84	SSW
MPWC1	7/28/2015	00:06:00Z	25.56	53	1.79	208	4.02	15.26	SSW
MPWC1	7/28/2015	01:06:00Z	24.44	58	1.34	223	4.02	15.62	SW
MPWC1	7/28/2015	02:06:00Z	21.67	67	0.45	151	2.68	15.25	SSE
MPWC1	7/28/2015	03:06:00Z	17.78	82	0		2.23	14.64	
MPWC1	7/28/2015	04:06:00Z	20.56	62	1.79	348	4.92	12.99	NNW
MPWC1	7/28/2015	05:06:00Z	20	73	0.45	17	4.47	14.99	NNE
MPWC1	7/28/2015	06:06:00Z	18.89	75	0.45	36	2.68	14.33	NE
MPWC1	7/28/2015	07:06:00Z	18.89	73	0.45	34	1.79	13.91	NE
MPWC1	7/28/2015	08:06:00Z	17.78	78	0.9	86	1.34	13.87	E
MPWC1	7/28/2015	09:06:00Z	18.33	76	0.45	346	0.9	14	NNW
MPWC1	7/28/2015	10:06:00Z	18.89	70	0		1.79	13.26	
MPWC1	7/28/2015	11:06:00Z	18.89	71	0		1.34	13.48	
MPWC1	7/28/2015	12:06:00Z	17.22	78	0.45	318	1.79	13.32	NW
MPWC1	7/28/2015	13:06:00Z	16.67	82	0		1.79	13.56	
MPWC1	7/28/2015	14:06:00Z	15.56	92	0		0.9	14.25	
MPWC1	7/28/2015	15:06:00Z	18.33	79	0.9	146	1.79	14.6	SE
MPWC1	7/28/2015	16:06:00Z	19.44	81	0.45	170	2.23	16.07	S
MPWC1	7/28/2015	17:06:00Z	20.56	77	1.79	200	2.68	16.37	SSW
MPWC1	7/28/2015	18:06:00Z	22.22	72	1.79	204	2.68	16.91	SSW
MPWC1	7/28/2015	19:06:00Z	23.89	65	1.79	203	3.58	16.89	SSW
MPWC1	7/28/2015	20:06:00Z	25.56	58	2.23	202	3.58	16.67	SSW
MPWC1	7/28/2015	21:06:00Z	26.11	56	2.23	202	4.02	16.64	SSW
MPWC1	7/28/2015	22:06:00Z	26.67	55	2.23	203	4.02	16.88	SSW
MPWC1	7/28/2015	23:06:00Z	26.67	54	2.23	206	4.92	16.59	SSW
MPWC1	7/29/2015	00:06:00Z	26.67	54	1.34	216	4.02	16.59	SW
MPWC1	7/29/2015	01:06:00Z	26.67	54	0.9	239	3.13	16.59	WSW
MPWC1	7/29/2015	02:06:00Z	25.56	58	0		1.79	16.67	
MPWC1	7/29/2015	03:06:00Z	21.67	70	0.9	111	1.79	15.94	ESE
MPWC1	7/29/2015	04:06:00Z	21.11	64	0.9	303	6.26	14	WNW
MPWC1	7/29/2015	05:06:00Z	20.56	69	0		3.58	14.65	
MPWC1	7/29/2015	06:06:00Z	20	68	0.45	69	3.13	13.88	ENE
MPWC1	7/29/2015	07:06:00Z	19.44	73	0		1.79	14.44	
MPWC1	7/29/2015	08:06:00Z	20	62	0.45	86	2.23	12.46	E
MPWC1	7/29/2015	09:06:00Z	18.89	67	1.34	55	3.13	12.59	NE
MPWC1	7/29/2015	10:06:00Z	17.78	70	0.45	39	1.79	12.2	NE
MPWC1	7/29/2015	11:06:00Z	18.33	69	0		1.79	12.51	
MPWC1	7/29/2015	12:06:00Z	14.44	95	0.9	104	1.34	13.64	ESE
MPWC1	7/29/2015	13:06:00Z	17.22	73	0.45	29	1.79	12.3	NNE
MPWC1	7/29/2015	14:06:00Z	14.44	92	0.45	69	1.34	13.14	ENE
MPWC1	7/29/2015	15:06:00Z	17.78	83	0		1.34	14.83	
MPWC1	7/29/2015	16:06:00Z	22.22	66	0		1.79	15.54	
MPWC1	7/29/2015	17:06:00Z	22.22	69	0.45	208	2.23	16.24	SSW
MPWC1	7/29/2015	18:06:00Z	23.33	65	0.45	199	2.23	16.36	SSW
MPWC1	7/29/2015	19:06:00Z	25.56	56	1.34	204	2.68	16.12	SSW
MPWC1	7/29/2015	20:06:00Z	24.44	60	2.23	200	4.02	16.15	SSW
MPWC1	7/29/2015	21:06:00Z	25	58	2.23	205	3.58	16.15	SSW
MPWC1	7/29/2015	22:06:00Z	26.11	56	2.23	207	4.02	16.64	SSW
MPWC1	7/29/2015	23:06:00Z	27.22	54	1.79	208	4.02	17.1	SSW
MPWC1	7/30/2015	00:06:00Z	27.22	51	0.9	219	3.13	16.2	SW
MPWC1	7/30/2015	01:06:00Z	26.11	55	0.45	216	2.68	16.35	SW
MPWC1	7/30/2015	02:06:00Z	23.89	60	0.45	214	1.79	15.63	SW
MPWC1	7/30/2015	03:06:00Z	20.56	73	0		1.34	15.53	
MPWC1	7/30/2015	04:06:00Z	20.56	72	0.9	108	1.34	15.31	ESE
MPWC1	7/30/2015	05:06:00Z	19.44	76	0.45	64	1.34	15.07	ENE
MPWC1	7/30/2015	06:06:00Z	18.33	81	0		1.79	14.99	
MPWC1	7/30/2015	07:06:00Z	18.89	80	0		2.23	15.34	
MPWC1	7/30/2015	08:06:00Z	20	71	0.9	284	1.34	14.55	WNW
MPWC1	7/30/2015	09:06:00Z	20	71	0		1.79	14.55	
MPWC1	7/30/2015	10:06:00Z	18.89	78	0.45	315	1.79	14.95	NW
MPWC1	7/30/2015	11:06:00Z	18.89	80	0		2.23	15.34	
MPWC1	7/30/2015	12:06:00Z	20.56	68	0.45	105	1.79	14.42	ESE
MPWC1	7/30/2015	13:06:00Z	20.56	69	0		1.79	14.65	
MPWC1	7/30/2015	14:06:00Z	20.56	71	0		1.34	15.09	
MPWC1	7/30/2015	15:06:00Z	23.89	59	0		0.9	15.37	
MPWC1	7/30/2015	16:06:00Z	23.33	64	0.45	213	1.34	16.11	SSW
MPWC1	7/30/2015	17:06:00Z	23.89	63	0.9	208	2.68	16.4	SSW
MPWC1	7/30/2015	18:06:00Z	26.67	58	0.9	215	2.68	17.72	SW
MPWC1	7/30/2015	19:06:00Z	26.11	59	0.9	211	3.13	17.46	SSW
MPWC1	7/30/2015	20:06:00Z	27.22	54	1.79	197	3.13	17.1	SSW
MPWC1	7/30/2015	21:06:00Z	26.11	57	1.79	208	3.13	16.92	SSW
MPWC1	7/30/2015	22:06:00Z	30	45	2.23	213	4.47	16.8	SSW
MPWC1	7/30/2015	23:06:00Z	27.78	49	1.79	210	4.02	16.09	SSW
MPWC1	7/31/2015	00:06:00Z	29.44	46	1.34	212	2.68	16.63	SSW
